drawNumber,drawDate,drawDateTime,drawName,drawSize,drawCRS,drawText2,drawCutOff,drawDistributionAsOn,dd1,dd2,dd3,dd4,dd5,dd6,dd7,dd8,dd9,dd10,dd11,dd12,dd13,dd14,dd15,dd16,dd17,dd18
294,2024-04-23,"April 23, 2024 at 16:54:59 UTC",General,"2,095",529,"Federal Skilled Worker Program, Canadian Experience Class, Federal Skilled Trades Program and Provincial Nominee Program","November 08, 2023 at 17:50:29 UTC","April 23, 2024","1,057","10,625","60,933","7,520","11,495","16,928","13,558","11,432","52,475","10,646","10,645","9,645","10,740","10,799","56,383","27,740","5,484","214,697"
293,2024-04-11,"April 11, 2024 at 13:23:42 UTC",STEM occupations (Version 1),"4,500",491,"Federal Skilled Worker Program, Canadian Experience Class and Federal Skilled Trades Program","February 25, 2024 at 11:55:12 UTC","April 9, 2024","1,093","12,051","62,073","9,167","11,246","16,933","13,429","11,298","51,694","10,454","10,485","9,461","10,640","10,654","56,015","27,831","5,410","216,167"
292,2024-04-10,"April 10, 2024 at 13:11:33 UTC",General,"1,280",549,"Federal Skilled Worker Program, Canadian Experience Class, Federal Skilled Trades Program and Provincial Nominee Program","March 21, 2024 at 03:37:24 UTC","April 9, 2024","1,093","12,051","62,073","9,167","11,246","16,933","13,429","11,298","51,694","10,454","10,485","9,461","10,640","10,654","56,015","27,831","5,410","216,167"
291,2024-03-26,"March 26, 2024 at 15:59:36 UTC",French language proficiency (Version 1),"1,500",388,"Federal Skilled Worker Program, Canadian Experience Class and Federal Skilled Trades Program","March 10, 2024 at 20:06:26 UTC","March 24, 2024",987,"10,342","60,488","8,294","10,683","17,105","13,218","11,188","50,882","10,172","10,309","9,296","10,610","10,495","55,586","28,287","5,390","211,962"
290,2024-03-25,"March 25, 2024 at 17:45:49 UTC",General,"1,980",524,"Federal Skilled Worker Program, Canadian Experience Class, Federal Skilled Trades Program and Provincial Nominee Program","February 25, 2024 at 14:42:38 UTC","March 24, 2024",987,"10,342","60,488","8,294","10,683","17,105","13,218","11,188","50,882","10,172","10,309","9,296","10,610","10,495","55,586","28,287","5,390","211,962"
289,2024-03-13,"March 13, 2024 at 16:16:01 UTC",Transport occupations (Version 1),975,430,"Federal Skilled Worker Program, Canadian Experience Class and Federal Skilled Trades Program","July 31, 2023 at 13:27:26 UTC","March 11, 2024",987,"10,573","60,108","8,065","10,499","17,083","13,275","11,186","50,569","10,174","10,410","9,186","10,414","10,385","55,099","28,536","5,348","211,220"
288,2024-03-12,"March 12, 2024 at 14:57:26 UTC",General,"2,850",525,"Federal Skilled Worker Program, Canadian Experience Class, Federal Skilled Trades Program and Provincial Nominee Program","November 01, 2023 at 17:08:51 UTC","March 11, 2024",987,"10,573","60,108","8,065","10,499","17,083","13,275","11,186","50,569","10,174","10,410","9,186","10,414","10,385","55,099","28,536","5,348","211,220"
287,2024-02-29,"February 29, 2024 at 15:58:53 UTC",French language proficiency (Version 1),"2,500",336,"Federal Skilled Worker Program, Canadian Experience Class and Federal Skilled Trades Program","January 18, 2024 at 09:15:46 UTC","February 27, 2024",965,"9,567","59,371","7,574","10,095","17,137","13,373","11,192","50,695","10,265","10,474","9,110","10,407","10,439","56,178","29,305","5,406","211,487"
286,2024-02-28,"February 28, 2024 at 14:57:26 UTC",General,"1,470",534,"Federal Skilled Worker Program, Canadian Experience Class, Federal Skilled Trades Program and Provincial Nominee Program","January 16, 2024 at 03:51:05 UTC","February 27, 2024",965,"9,567","59,371","7,574","10,095","17,137","13,373","11,192","50,695","10,265","10,474","9,110","10,407","10,439","56,178","29,305","5,406","211,487"
285,2024-02-16,"February 16, 2024 at 15:18:05 UTC",Agriculture and agri-food occupations (Version 1),150,437,"Federal Skilled Worker Program, Canadian Experience Class and Federal Skilled Trades Program","January 29, 2024 at 03:32:58 UTC","February 11, 2024",587,"9,004","60,043","7,285","10,016","17,431","13,750","11,561","51,356","10,514","10,752","9,445","10,283","10,362","55,850","29,141","5,292","211,273"
284,2024-02-14,"February 14, 2024 at 15:50:22 UTC",Healthcare occupations (Version 1),"3,500",422,"Federal Skilled Worker Program, Canadian Experience Class and Federal Skilled Trades Program","January 30, 2024 at 02:39:54 UTC","February 11, 2024",587,"9,004","60,043","7,285","10,016","17,431","13,750","11,561","51,356","10,514","10,752","9,445","10,283","10,362","55,850","29,141","5,292","211,273"
283,2024-02-13,"February 13, 2024 at 14:18:53 UTC",General,"1,490",535,"Federal Skilled Worker Program, Canadian Experience Class, Federal Skilled Trades Program and Provincial Nominee Program","February 11, 2024 at 15:26:56 UTC","February 11, 2024",587,"9,004","60,043","7,285","10,016","17,431","13,750","11,561","51,356","10,514","10,752","9,445","10,283","10,362","55,850","29,141","5,292","211,273"
282,2024-02-01,"February 01, 2024 at 16:36:01 UTC",French language proficiency (Version 1),"7,000",365,"Federal Skilled Worker Program, Canadian Experience Class and Federal Skilled Trades Program","September 08, 2023 at 09:47:27 UTC","January 30, 2024",534,"7,926","60,120","6,787","9,668","17,586","14,160","11,919","54,181","10,930","11,219","10,104","10,874","11,054","57,855","29,709","5,401","215,726"
281,2024-01-31,"January 31, 2024 at 15:18:02 UTC",General,730,541,"Federal Skilled Worker Program, Canadian Experience Class, Federal Skilled Trades Program and Provincial Nominee Program","July 15, 2023 at 10:52:08 UTC","January 30, 2024",534,"7,926","60,120","6,787","9,668","17,586","14,160","11,919","54,181","10,930","11,219","10,104","10,874","11,054","57,855","29,709","5,401","215,726"
280,2024-01-23,"January 23, 2024 at 16:08:03 UTC",General,"1,040",543,"Federal Skilled Worker Program, Canadian Experience Class, Federal Skilled Trades Program and Provincial Nominee Program","January 21, 2024 at 07:43:47 UTC","January 22, 2024",646,"6,915","59,043","6,399","9,291","17,395","14,189","11,769","53,905","10,942","11,131","10,053","10,801","10,978","57,979","29,690","5,348","213,526"
279,2024-01-10,"January 10, 2024 at 16:59:13 UTC",General,"1,510",546,"Federal Skilled Worker Program, Canadian Experience Class, Federal Skilled Trades Program and Provincial Nominee Program","December 31, 2023 at 18:23:22 UTC","January 9, 2024","1,298","6,345","58,298","6,164","9,042","17,311","14,118","11,663","53,671","10,863","11,072","10,038","10,728","10,970","57,703","29,542","5,300","212,157"
278,2023-12-21,"December 21, 2023 at 14:15:42 UTC",Agriculture and agri-food occupations (Version 1),400,386,"Federal Skilled Worker Program, Canadian Experience Class and Federal Skilled Trades Program","July 06, 2023 at 05:44:14 UTC","December 17, 2023","1,011","4,433","56,223","5,140","8,041","17,221","14,219","11,602","53,698","10,946","11,144","10,055","10,606","10,947","58,033","29,955","5,285","208,638"
277,2023-12-20,"December 20, 2023 at 15:55:23 UTC",Transport occupations (Version 1),670,435,"Federal Skilled Worker Program, Canadian Experience Class and Federal Skilled Trades Program",August 30. 2023 at 17:30:21 UTC,"December 17, 2023","1,011","4,433","56,223","5,140","8,041","17,221","14,219","11,602","53,698","10,946","11,144","10,055","10,606","10,947","58,033","29,955","5,285","208,638"
276,2023-12-19,"December 19, 2023 at 14:44:00 UTC",Trade occupations (Version 1),"1,000",425,"Federal Skilled Worker Program, Canadian Experience Class and Federal Skilled Trades Program","November 04, 2023 at 11:16:58 UTC","December 17, 2023","1,011","4,433","56,223","5,140","8,041","17,221","14,219","11,602","53,698","10,946","11,144","10,055","10,606","10,947","58,033","29,955","5,285","208,638"
275,2023-12-18,"December 18, 2023 at 16:12:22 UTC",General,"1,325",542,"Federal Skilled Worker Program, Canadian Experience Class, Federal Skilled Trades Program and Provincial Nominee Program","November 06, 2023 at 14:40:23 UTC","December 17, 2023","1,011","4,433","56,223","5,140","8,041","17,221","14,219","11,602","53,698","10,946","11,144","10,055","10,606","10,947","58,033","29,955","5,285","208,638"
274,2023-12-08,"December 08, 2023 at 03:02:52 UTC",STEM occupations (Version 1),"5,900",481,"Federal Skilled Worker Program, Canadian Experience Class and Federal Skilled Trades Program","September 07, 2023 at 09:24:49 UTC","December 5, 2023","4,525","5,457","60,014","6,634","10,335","17,312","14,165","11,568","53,502","10,885","11,111","9,973","10,608","10,925","58,457","30,148","5,267","217,370"
273,2023-12-07,"December 07, 2023 at 16:35:25 UTC",French language proficiency (Version 1),"1,000",470,"Federal Skilled Worker Program, Canadian Experience Class and Federal Skilled Trades Program","October 03, 2023 at 04:45:27 UTC","December 5, 2023","4,525","5,457","60,014","6,634","10,335","17,312","14,165","11,568","53,502","10,885","11,111","9,973","10,608","10,925","58,457","30,148","5,267","217,370"
272,2023-12-06,"December 6, 2023 at 16:27:26 UTC",General,"4,750",561,"Federal Skilled Worker Program, Canadian Experience Class, Federal Skilled Trades Program and Provincial Nominee Program","November 08, 2023 at 06:00:13 UTC","December 5, 2023","4,525","5,457","60,014","6,634","10,335","17,312","14,165","11,568","53,502","10,885","11,111","9,973","10,608","10,925","58,457","30,148","5,267","217,370"
271,2023-10-26,"October 26, 2023 at 13:28:39 UTC",Healthcare occupations (Version 1),"3,600",431,"Federal Skilled Worker Program, Canadian Experience Class and Federal Skilled Trades Program","May 24, 2023 at 19:47:51 UTC","October 23, 2023","1,536","1,307","60,587","4,853","9,514","18,836","15,063","12,321","54,565","11,256","11,705","9,926","10,525","11,153","60,378","31,189","5,311","214,873"
270,2023-10-25,"October 25, 2023 at 15:48:39 AM UTC",French language proficiency (Version 1),300,486,"Federal Skilled Worker Program, Canadian Experience Class and Federal Skilled Trades Program","September 30, 2023 at 04:22:17 AM UTC","October 23, 2023","1,536","1,307","60,587","4,853","9,514","18,836","15,063","12,321","54,565","11,256","11,705","9,926","10,525","11,153","60,378","31,189","5,311","214,873"
269,2023-10-24,"October 24, 2023 at 14:23:38 UTC",Provincial Nominee Program,"1,548",776,Provincial Nominee Program,"July 07, 2023 at 07:28:57 UTC","October 23, 2023","1,536","1,307","60,587","4,853","9,514","18,836","15,063","12,321","54,565","11,256","11,705","9,926","10,525","11,153","60,378","31,189","5,311","214,873"
268,2023-10-10,"October 10, 2023 at 15:49:55 UTC",No Program Specified,"3,725",500,"Federal Skilled Worker Program, Canadian Experience Class, Federal Skilled Trades Program and Provincial Nominee Program","October 02, 2023 at 15:25:30 UTC","October 10, 2023","1,210","2,237","59,674","4,508","9,121","18,794","15,016","12,235","54,162","11,163","11,580","9,844","10,484","11,091","60,078","30,996","5,235","213,592"
267,2023-09-28,"September 28, 2023 at 16:45:09 UTC",Agriculture and agri-food occupations (Version 1),600,354,"Federal Skilled Worker Program, Canadian Experience Class and Federal Skilled Trades Program","June 12, 2023 at 10:23:21 UTC","September 26, 2023",544,"2,923","58,645","3,727","8,544","19,143","15,048","12,183","54,225","11,205","11,590","9,810","10,478","11,142","60,843","31,532","5,288","214,000"
266,2023-09-27,"September 27, 2023 at 14:17:04 UTC",French language proficiency (Version 1),500,472,"Federal Skilled Worker Program, Canadian Experience Class and Federal Skilled Trades Program","August 16, 2023 at 09:00:14 UTC","September 26, 2023",544,"2,923","58,645","3,727","8,544","19,143","15,048","12,183","54,225","11,205","11,590","9,810","10,478","11,142","60,843","31,532","5,288","214,000"
265,2023-09-26,"September 26, 2023 at 13:38:55 UTC",No Program Specified,"3,000",504,"Federal Skilled Worker Program, Canadian Experience Class, Federal Skilled Trades Program and Provincial Nominee Program","September 11, 2023 at 20:24:18 UTC","September 26, 2023",544,"2,923","58,645","3,727","8,544","19,143","15,048","12,183","54,225","11,205","11,590","9,810","10,478","11,142","60,843","31,532","5,288","214,000"
264,2023-09-20,"September 20, 2023 at 14:04:14 UTC",Transport occupations (Version 1),"1,000",435,"Federal Skilled Worker Program, Canadian Experience Class and Federal Skilled Trades Program","June 17, 2023 at 06:44:01 UTC","September 19, 2023","2,637","3,091","58,838","3,596","8,510","19,326","15,170","12,236","54,240","11,331","11,601","9,813","10,414","11,081","60,575","31,418","5,236","216,035"
263,2023-09-19,"September 19, 2023 at 15:04:11 UTC",No Program Specified,"3,200",531,"Federal Skilled Worker Program, Canadian Experience Class, Federal Skilled Trades Program and Provincial Nominee Program","September 12, 2023 at 12:16:31 UTC","September 19, 2023","2,637","3,091","58,838","3,596","8,510","19,326","15,170","12,236","54,240","11,331","11,601","9,813","10,414","11,081","60,575","31,418","5,236","216,035"
262,2023-08-15,"August 15, 2023 at 14:23:51 UTC",No Program Specified,"4,300",496,"Federal Skilled Worker Program, Canadian Experience Class, Federal Skilled Trades Program and Provincial Nominee Program","July 04, 2023 at 19:36:18 UTC ","August 15, 2023",984,"2,172","55,924","2,709","6,721","19,351","14,976","12,167","53,709","11,184","11,596","9,573","10,282","11,074","61,289","31,980","5,298","211,356"
261,2023-08-03,"August 03, 2023 at 13:24:52 UTC",Trade occupations (Version 1),"1,500",388,"Federal Skilled Worker Program, Canadian Experience Class and Federal Skilled Trades Program","June 07, 2023 at 07:03:08 UTC","August 1, 2023","1,308","2,019","55,295","2,286","6,236","19,398","15,100","12,275","54,173","11,293","11,721","9,618","10,369","11,172","61,438","32,077","5,219","211,529"
260,2023-08-02,"August 02, 2023 at 13:50:04 UTC",French language proficiency (Version 1),800,435,"Federal Skilled Worker Program, Canadian Experience Class and Federal Skilled Trades Program","July 31, 2023 at 09:57:30 UTC","August 1, 2023","1,308","2,019","55,295","2,286","6,236","19,398","15,100","12,275","54,173","11,293","11,721","9,618","10,369","11,172","61,438","32,077","5,219","211,529"
259,2023-08-01,"August 01, 2023 at 13:25:02 UTC",No Program Specified,"2,000",517,"Federal Skilled Worker Program, Canadian Experience Class, Federal Skilled Trades Program and Provincial Nominee Program","June 30, 2023 at 11:45:05 UTC","August 1, 2023","1,308","2,019","55,295","2,286","6,236","19,398","15,100","12,275","54,173","11,293","11,721","9,618","10,369","11,172","61,438","32,077","5,219","211,529"
258,2023-07-12,"July 12, 2023 at 13:36:01 UTC",French language proficiency (Version 1),"3,800",375,"Federal Skilled Worker Program, Canadian Experience Class and Federal Skilled Trades Program","June 15, 2023 at 23:49:05","July 11, 2023",276,619,"51,689",834,"4,686","19,234","14,827","12,108","55,570","11,164","12,162","9,896","10,775","11,573","63,039","32,771","5,299","209,263"
257,2023-07-11,"July 11, 2023 at 17:53:49 UTC",No Program Specified,800,505,"Federal Skilled Worker Program, Canadian Experience Class, Federal Skilled Trades Program and Provincial Nominee Program","October 01, 2022 at 06:13:05 UTC","July 11, 2023",276,619,"51,689",834,"4,686","19,234","14,827","12,108","55,570","11,164","12,162","9,896","10,775","11,573","63,039","32,771","5,299","209,263"
256,2023-07-07,"July 07, 2023 at 13:11:16 UTC",French language proficiency (Version 1),"2,300",439,"Federal Skilled Worker Program, Canadian Experience Class and Federal Skilled Trades Program","January 20, 2023 at 17:18:32 UTC","July 4, 2023",353,726,"54,732",831,"4,719","20,475","16,023","12,684","56,673","11,740","12,309","10,008","10,873","11,743","63,679","33,051","5,315","214,529"
255,2023-07-06,"July 06, 2023 14:25:05 UTC",Healthcare occupations (Version 1),"1,500",463,"Federal Skilled Worker Program, Canadian Experience Class and Federal Skilled Trades Program","June 19, 2023 06:41:05 UTC","July 4, 2023",353,726,"54,732",831,"4,719","20,475","16,023","12,684","56,673","11,740","12,309","10,008","10,873","11,743","63,679","33,051","5,315","214,529"
254,2023-07-05,"July 05, 2023 13:38:22 UTC",STEM occupations (Version 1),500,486,"Federal Skilled Worker Program, Canadian Experience Class and Federal Skilled Trades Program","November 23, 2022 00:01:29 UTC","July 4, 2023",353,726,"54,732",831,"4,719","20,475","16,023","12,684","56,673","11,740","12,309","10,008","10,873","11,743","63,679","33,051","5,315","214,529"
253,2023-07-04,"July 04, 2023 14:23:38 UTC",No Program Specified,700,511,"Federal Skilled Worker Program, Canadian Experience Class, Federal Skilled Trades Program and Provincial Nominee Program","July 01, 2023 09:31:32 UTC","July 4, 2023",353,726,"54,732",831,"4,719","20,475","16,023","12,684","56,673","11,740","12,309","10,008","10,873","11,743","63,679","33,051","5,315","214,529"
252,2023-06-28,"June 28, 2023 14:04:34 UTC",Healthcare occupations (Version 1),500,476,"Federal Skilled Worker Program, Canadian Experience Class and Federal Skilled Trades Program","November 12, 2022 12:47:27 UTC","June 28, 2023","1,254","1,258","55,991","1,040","4,856","20,980","16,226","12,889","57,269","11,893","12,404","10,077","10,978","11,917","64,936","33,866","5,429","220,003"
251,2023-06-27,"June 27, 2023 15:37:46 UTC",No Program Specified,"4,300",486,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program","June 21, 2023 00:57:04 UTC","June 27, 2023","1,254","1,258","55,991","1,040","4,856","20,980","16,226","12,889","57,269","11,893","12,404","10,077","10,978","11,917","64,936","33,866","5,429","220,003"
250,2023-06-08,"June 08, 2023 12:08:58 UTC",No Program Specified,"4,800",486,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program","May 19, 2023 14:04:00 UTC","June 8, 2023",768,"1,092","56,653","1,096","4,925","21,083","16,472","13,077","58,274","12,082","12,585","10,371","11,202","12,034","65,791","34,208","5,380","222,166"
249,2023-05-24,"May 24, 2023 14:23:06 UTC",No Program Specified,"4,800",488,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program","December 26, 2022 01:12:48 UTC","May 24, 2023",642,"1,896","57,405","1,814","4,225","21,351","16,753","13,262","59,015","12,257","12,803","10,397","11,400","12,158","67,331","35,098","5,455","226,842"
248,2023-05-10,"May 10, 2023 at 14:06:47 UTC",Provincial Nominee Program,589,691,Provincial Nominee Program,"March 08, 2023 at 16:42:17 UTC","May 10, 2023",535,992,"55,439","1,094","3,050","21,189","16,740","13,366","59,827","12,443","12,921","10,578","11,527","12,358","67,883","35,242","5,470","225,388"
247,2023-04-26,"April 26,2023 18:10:04 UTC",No Program Specified,"3,500",483,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program","April 22, 2023 19:46:58 UTC","April 26, 2023",604,884,"55,867",680,"3,001","21,544","17,111","13,351","61,108","12,691","13,187","10,674","11,846","12,710","69,709","36,432","5,585","230,189"
246,2023-04-12,"April 12, 2023 14:12:15 UTC",No Program Specified,"3,500",486,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program","July 19, 2022 11:05:24 UTC","April 12, 2023",501,"1,180","56,092","1,284","2,871","21,344","17,139","13,454","61,379","12,772","13,228","10,766","11,864","12,749","69,975","36,419","5,573","231,119"
245,2023-03-29,"March 29, 2023 13:44:01 UTC",No Program Specified,"7,000",481,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program","February 14, 2023 07:35:00 UTC","March 29, 2023",261,468,"58,698",374,"6,859","21,051","16,996","13,418","61,381","12,752","13,291","10,709","11,917","12,712","71,304","37,124","5,711","234,947"
244,2023-03-23,"March 23,2023 12:27:59 UTC",No Program Specified,"7,000",484,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program","May 19,2022 06:48:41 UTC","March 22, 2023",310,534,"63,666",444,"12,001","20,955","16,863","13,403","61,323","12,720","13,300","10,696","11,925","12,682","71,424","37,208","5,681","240,146"
243,2023-03-15,"March 15, 2023 17:08:16 UTC",No Program Specified,"7,000",490,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program","February 16, 2023 10:33:06 UTC","March 15, 2023",784,"3,216","65,826","2,603","12,183","20,833","16,836","13,371","61,240","12,672","13,334","10,697","11,833","12,704","71,292","37,113","5,650","245,121"
242,2023-03-01,"March 01, 2023, at 17:24:39 UTC",Provincial Nominee Program,667,748,Provincial Nominee Program,"December 12, 2022, at 10:48:12 UTC","March 1, 2023",606,"2,129","65,187","1,756","12,126","20,813","17,042","13,450","61,086","12,679","13,300","10,680","11,785","12,642","71,529","37,131","5,706","243,374"
241,2023-02-15,"February 15, 2023, at 16:13:27 UTC",Provincial Nominee Program,699,791,Provincial Nominee Program,"February 08, 2023, at 18:09:01 UTC","February 15, 2023",725,"1,415","64,315","1,226","11,895","20,701","17,058","13,435","60,559","12,610","13,230","10,529","11,680","12,510","70,932","36,722","5,596","240,264"
240,2023-02-02,"February 02, 2023, at 15:12:01 UTC",Federal Skilled Worker,"3,300",489,Federal Skilled Worker,"March 29, 2022, at 16:09:00 UTC","February 1, 2023",937,"1,553","64,382","1,353","12,360","20,467","16,991","13,211","59,921","12,481","13,086","10,289","11,548","12,517","70,484","36,636","5,502","239,415"
239,2023-02-01,"February 01, 2023, at 16:05:57 UTC",Provincial Nominee Program,893,733,Provincial Nominee Program,"December 09, 2022, at 10:49:57 UTC","February 1, 2023",937,"1,553","64,382","1,353","12,360","20,467","16,991","13,211","59,921","12,481","13,086","10,289","11,548","12,517","70,484","36,636","5,502","239,415"
238,2023-01-18,"January 18, 2023 16:13:57 UTC",No Program Specified,"5,500",490,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program","November 24, 2022 21:14:59 UTC","January 18, 2023",614,"1,918","65,296","3,384","11,848","20,106","16,854","13,104","59,491","12,416","13,010","10,159","11,444","12,462","70,421","36,754","5,519","240,013"
237,2023-01-11,"January 11, 2023 16:14:19 UTC",No Program Specified,"5,500",507,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program","December 06, 2022 11:00:07 UTC","January 11, 2023","2,995","3,897","64,866","3,141","11,783","20,030","16,802","13,110","59,277","12,354","12,928","10,152","11,394","12,449","70,204","36,547","5,469","243,255"
236,2022-11-23,"November 23, 2022 15:42:46 UTC",No Program Specified,"4,750",491,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program","October 13, 2022 11:22:17 UTC","November 22, 2022",876,"1,227","62,400","3,031","10,517","19,494","16,523","12,835","58,357","12,228","12,823","9,896","11,209","12,201","68,489","35,614","5,252","232,215"
235,2022-11-09,"November 09, 2022 14:21:26 UTC",No Program Specified,"4,750",494,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program","June 06, 2022 20:48:23 UTC","November 7, 2022",958,"1,206","63,525","4,366","10,270","19,388","16,633","12,868","58,522","12,320","12,856","9,871","11,194","12,281","68,711","35,610","5,087","233,619"
234,2022-10-26,"October 26, 2022 13:05:36 UTC",No Program Specified,"4,750",496,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program","May 09, 2022 09:04:20 UTC","October 24, 2022",762,937,"64,829","6,226","9,956","19,241","16,539","12,867","58,249","12,268","12,775","9,789","11,223","12,194","69,192","35,904","5,108","234,981"
233,2022-10-12,"October 12, 2022 14:13:11 UTC",No Program Specified,"4,250",500,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program","October 10, 2022 17:10:53 UTC","October 10, 2022",601,"2,785","64,536","6,384","9,784","19,163","16,396","12,809","57,962","12,236","12,629","9,777","11,204","12,116","68,680","35,501","5,055","235,120"
232,2022-09-28,"September 28, 2022 at 13:52:35 UTC",No Program Specified,"3,750",504,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program","May 02, 2022 at 17:17:32 UTC","September 26, 2022",479,"4,411","64,097","5,985","9,572","19,151","16,562","12,827","58,143","12,259","12,673","9,802","11,209","12,200","69,175","36,006","5,112","237,423"
231,2022-09-14,"September 14, 2022 at 13:29:26 UTC",No Program Specified,"3,250",510,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program","January 08, 2022 at 10:24:52 UTC","September 12, 2022",408,"6,228","63,860","5,845","9,505","19,156","16,541","12,813","58,019","12,245","12,635","9,767","11,186","12,186","68,857","35,833","5,068","238,273"
230,2022-08-31,"August 31, 2022 at 13:55:23 UTC",No Program Specified,"2,750",516,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program","April 16, 2022 at 18:24:41 UTC","August 29, 2022",466,"7,224","63,270","5,554","9,242","19,033","16,476","12,965","58,141","12,287","12,758","9,796","11,105","12,195","68,974","36,001","5,120","239,196"
229,2022-08-17,"August 17, 2022 at 13:43:47 UTC",No Program Specified,"2,250",525,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program","December 28, 2021 at 11:03:15 UTC","August 15, 2022",538,"8,221","62,753","5,435","9,129","18,831","16,465","12,893","58,113","12,200","12,721","9,801","11,138","12,253","68,440","35,745","5,137","238,947"
228,2022-08-03,"August 03, 2022 at 15:16:24 UTC",No Program Specified,"2,000",533,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program","January 06, 2022 at 14:29:50 UTC","August 2, 2022",640,"8,975","62,330","5,343","9,044","18,747","16,413","12,783","57,987","12,101","12,705","9,747","11,117","12,317","68,325","35,522","5,145","238,924"
227,2022-07-20,"July 20, 2022 at 16:32:49 UTC",No Program Specified,"1,750",542,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program","December 30, 2021 at 15:29:35 UTC","July 18, 2022",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,2022-07-06,"July 6, 2022 at 14:34:34 UTC",No Program Specified,"1,500",557,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program","November 13, 2021 at 02:20:46 UTC","July 11, 2022",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,2022-06-22,"June 22, 2022 at 14:13:57 UTC",Provincial Nominee Program,636,752,Provincial Nominee Program,"April 19, 2022 at 13:45:45 UTC","June 20, 2022",664,"8,017","55,917","4,246","7,845","16,969","15,123","11,734","53,094","10,951","11,621","8,800","10,325","11,397","64,478","33,585","4,919","220,674"
224,2022-06-08,"June 08, 2022 at 14:03:28 UTC",Provincial Nominee Program,932,796,Provincial Nominee Program,"October 18, 2021 at 17:13:17 UTC","June 6, 2022",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,2022-05-25,"May 25, 2022 at 13:21:23 UTC",Provincial Nominee Program,590,741,Provincial Nominee Program,"February 02, 2022 at 12:29:53 UTC","May 23, 2022",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,2022-05-11,"May 11, 2022 at 14:08:07 UTC",Provincial Nominee Program,545,753,Provincial Nominee Program,"December 15, 2021 at 20:32:57 UTC","May 9, 2022",635,"7,193","52,684","3,749","7,237","16,027","14,466","11,205","50,811","10,484","11,030","8,393","9,945","10,959","62,341","32,590","4,839","211,093"
221,2022-04-27,"April 27, 2022 16:04:21 UTC",Provincial Nominee Program,829,772,Provincial Nominee Program,"March 24, 2022 at 8:00:50 UTC","April 27, 2022",747,"6,577","50,330","3,498","6,826","15,382","13,851","10,773","49,092","10,117","10,685","8,012","9,615","10,663","60,456","31,705","4,866","203,773"
220,2022-04-13,"April 13, 2022 at 14:13:01 UTC",Provincial Nominee Program,787,782,Provincial Nominee Program,"April 07, 2022 at 16:31:21 UTC","April 11, 2022",810,"6,391","49,555","3,406","6,677","15,298","13,584","10,590","48,609","10,034","10,576","7,877","9,555","10,567","59,500","31,148","4,911","200,924"
219,2022-03-30,"March 30, 2022 at 15:41:09 UTC",Provincial Nominee Program,919,785,Provincial Nominee Program,"November 15, 2021 at 20:23:16 UTC","March 28, 2022",810,"6,391","49,555","3,406","6,677","15,298","13,584","10,590","48,609","10,034","10,576","7,877","9,555","10,567","59,500","31,148","4,911","200,924"
218,2022-03-16,"March 16, 2022 at 14:59:09 UTC",Provincial Nominee Program,924,754,Provincial Nominee Program,"February 10, 2022 at 14:35:27 UTC","March 14, 2022",948,"5,840","48,027","3,130","6,357","14,853","13,333","10,354","47,569","9,796","10,293","7,701","9,319","10,460","58,456","30,768","5,084","196,692"
